,x,y,target
0,-22.412940979003906,16.844953536987305,1.0
1,8.719956398010254,-2.2926392555236816,0.0
2,-9.456792831420898,16.94600486755371,1.0
3,29.08133316040039,-12.956012725830078,0.0
4,-26.137453079223633,21.055479049682617,1.0
5,-14.456021308898926,15.656804084777832,1.0
6,-45.924625396728516,-11.541281700134277,1.0
7,14.237472534179688,-9.437713623046875,0.0
8,-11.355934143066406,23.77076530456543,1.0
9,10.978599548339844,11.889387130737305,1.0
10,31.263011932373047,-8.478537559509277,0.0
11,15.075748443603516,-20.384033203125,0.0
12,3.9247043132781982,3.988311290740967,0.0
13,-14.677902221679688,19.75667953491211,1.0
14,24.24541473388672,-6.58543586730957,0.0
15,-9.386442184448242,25.34149742126465,1.0
16,-18.794986724853516,19.410282135009766,1.0
17,25.10332489013672,-0.9987508058547974,0.0
18,-29.082412719726562,29.757410049438477,1.0
19,-26.421424865722656,20.573396682739258,1.0
20,14.447242736816406,11.483059883117676,0.0
21,17.566164016723633,-3.1289634704589844,0.0
22,-21.522491455078125,29.364212036132812,1.0
23,3.265630006790161,-26.02849769592285,0.0
24,-20.179283142089844,26.747726440429688,1.0
25,-20.18370246887207,31.4206600189209,1.0
26,30.55286979675293,2.949241876602173,1.0
27,20.26041603088379,6.220829963684082,0.0
28,11.890795707702637,-15.969748497009277,1.0
29,-41.241512298583984,-8.058277130126953,1.0
30,-44.69214630126953,-8.552496910095215,1.0
31,9.720512390136719,-14.650705337524414,0.0
32,10.192216873168945,0.4185125529766083,0.0
33,22.703601837158203,4.108669281005859,0.0
34,7.686823844909668,3.505794048309326,0.0
35,1.0282783508300781,-13.176685333251953,0.0
36,22.686262130737305,-0.2493342161178589,0.0
37,-16.141977310180664,14.993483543395996,1.0
38,14.704068183898926,-19.988595962524414,1.0
39,-28.529212951660156,33.61121368408203,1.0
40,28.998199462890625,-8.52310848236084,0.0
41,30.59616470336914,-6.747033596038818,0.0
42,16.77418327331543,-9.399110794067383,0.0
43,20.642789840698242,-14.377352714538574,0.0
44,9.059337615966797,-20.995180130004883,0.0
45,-26.777694702148438,22.336355209350586,1.0
46,29.49830436706543,-10.96216869354248,1.0
47,-12.7824125289917,14.15682315826416,1.0
48,-29.612455368041992,32.2532844543457,1.0
49,-12.263550758361816,26.55421257019043,1.0
50,24.720348358154297,4.362555503845215,0.0
51,33.21907043457031,-2.098756790161133,0.0
52,14.345183372497559,9.972247123718262,0.0
53,14.639920234680176,-8.14658260345459,0.0
54,-17.920207977294922,21.816926956176758,1.0
55,8.108160972595215,-22.577476501464844,0.0
56,-4.244156360626221,29.77604103088379,1.0
57,30.22557830810547,-14.399415969848633,0.0
58,-39.62312698364258,-6.700229167938232,1.0
59,4.289327621459961,-26.176698684692383,0.0
60,13.60606861114502,11.855571746826172,0.0
61,-42.721336364746094,-9.976853370666504,1.0
62,28.941566467285156,-5.546392917633057,0.0
63,-16.431413650512695,20.86737823486328,1.0
64,-16.117218017578125,22.677936553955078,1.0
65,-43.915367126464844,-8.121159553527832,1.0
66,11.275395393371582,-25.28217124938965,0.0
67,12.85069751739502,-14.39095687866211,0.0
68,5.110476016998291,7.765685558319092,0.0
69,-27.220237731933594,12.751937866210938,1.0
70,12.400076866149902,-10.372854232788086,0.0
71,-15.819375038146973,33.26972961425781,1.0
72,19.899702072143555,-2.667797327041626,0.0
73,-14.889799118041992,27.388023376464844,1.0
74,8.649035453796387,8.96451473236084,0.0
75,9.103203773498535,2.1221702098846436,0.0
76,-41.21895980834961,-6.751798629760742,1.0
77,14.183697700500488,-1.1999410390853882,1.0
78,-10.504867553710938,28.557836532592773,1.0
79,-39.58909225463867,-9.021197319030762,1.0
80,7.824010848999023,-28.252031326293945,1.0
81,-42.377098083496094,-10.926321029663086,1.0
82,21.208263397216797,-14.527244567871094,1.0
83,9.148544311523438,-9.212442398071289,0.0
84,6.667122840881348,6.837461948394775,0.0
85,-34.00910186767578,-9.691561698913574,1.0
86,26.63869857788086,-5.714632987976074,0.0
87,-23.19679069519043,30.367834091186523,1.0
88,27.620601654052734,-4.630751609802246,0.0
89,-22.58196449279785,17.318666458129883,1.0
90,27.27384376525879,-5.700560092926025,0.0
91,15.926621437072754,-14.6426362991333,0.0
92,-11.724003791809082,14.152865409851074,1.0
93,-35.49652099609375,-8.333847045898438,1.0
94,-23.918983459472656,15.385856628417969,1.0
95,9.008246421813965,6.80937385559082,0.0
96,2.087939977645874,-12.697433471679688,0.0
97,31.522380828857422,-12.652191162109375,0.0
98,-9.826022148132324,23.820953369140625,1.0
99,-21.72434425354004,17.91449546813965,1.0
100,10.347146034240723,-26.416027069091797,0.0
101,-4.473721027374268,29.843305587768555,1.0
102,14.37098503112793,2.8846917152404785,0.0
103,-14.992157936096191,20.089889526367188,1.0
104,-27.444822311401367,12.541483879089355,1.0
105,10.408100128173828,-2.9678328037261963,0.0
106,28.727005004882812,8.36581039428711,1.0
107,30.178791046142578,1.7425154447555542,1.0
108,15.972694396972656,-10.179134368896484,0.0
109,-36.838653564453125,-7.544309139251709,1.0
110,16.58323860168457,-16.46417808532715,0.0
111,10.119436264038086,-27.901538848876953,1.0
112,-44.34083557128906,-11.27110767364502,1.0
113,25.519916534423828,-7.800179958343506,0.0
114,4.603435039520264,-17.319969177246094,0.0
115,9.88180160522461,-15.738995552062988,0.0
116,4.267358779907227,6.505269527435303,0.0
117,-42.130889892578125,-12.231181144714355,1.0
118,8.756324768066406,8.500863075256348,1.0
119,-43.733890533447266,-10.924337387084961,1.0
120,-13.16661262512207,11.686432838439941,1.0
121,14.917744636535645,-20.839820861816406,1.0
122,7.8234052658081055,-8.951576232910156,0.0
123,-13.700512886047363,23.67051887512207,1.0
124,28.154651641845703,-9.881876945495605,0.0
125,13.503539085388184,-22.015281677246094,0.0
126,-23.808141708374023,17.430063247680664,1.0
